query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_3967_exodus-routing_hard_v3-0158,test,Frankfurt184,15700,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0158,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0159,test,"Santa+Clara,+CA389",15800,archival school pickup disturbance noise level near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0159,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0160,test,"Santa+Clara,+CA363",15900,recent stadium dispersal noise sound level near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0160,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0161,test,"Atlanta,+GA133",16000,realtime freight corridor slowdown road speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0161,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0162,test,"Santa+Clara,+CA388",16100,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0162,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0163,test,Amsterdam119,16200,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0163,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0164,test,"Austin,+TX136",16300,realtime indoor outdoor drift ambient humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0164,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0165,test,"Herndon,+VA208",16400,realtime irrigation buildup moisture level near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0165,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0166,test,Frankfurt184,16500,archival school pickup disturbance ambient noise near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0166,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0167,test,"Santa+Clara,+CA389",16600,recent stadium dispersal noise ambient noise near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0167,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0168,test,"Santa+Clara,+CA363",16700,realtime freight corridor slowdown vehicle flow speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0168,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0169,test,"Atlanta,+GA133",16800,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0169,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0170,test,"Santa+Clara,+CA388",16900,archival indoor outdoor drift moisture level near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0170,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0171,test,Amsterdam119,17000,realtime indoor outdoor drift humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0171,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0172,test,"Austin,+TX136",17100,realtime irrigation buildup ambient humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0172,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0173,test,"Herndon,+VA208",17200,archival school pickup disturbance ambient noise near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0173,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0174,test,Frankfurt184,17300,recent stadium dispersal noise sound level near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0174,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0175,test,"Santa+Clara,+CA389",17400,realtime freight corridor slowdown traffic speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0175,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0176,test,"Santa+Clara,+CA363",17500,archival corridor incident diversion next bus near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0176,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0177,test,"Atlanta,+GA133",17600,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0177,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0178,test,"Santa+Clara,+CA388",17700,realtime indoor outdoor drift ambient humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0178,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0179,test,Amsterdam119,17800,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0179,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0180,test,"Austin,+TX136",17900,archival school pickup disturbance noise level near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0180,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0181,test,"Herndon,+VA208",18000,recent stadium dispersal noise ambient noise near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0181,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0182,test,Frankfurt184,18100,realtime freight corridor slowdown vehicle flow speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0182,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0183,test,"Santa+Clara,+CA389",18200,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0183,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0184,test,"Santa+Clara,+CA363",18300,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0184,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0185,test,"Atlanta,+GA133",18400,realtime indoor outdoor drift humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0185,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0186,test,"Santa+Clara,+CA388",18500,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0186,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0187,test,Amsterdam119,18600,archival school pickup disturbance noise level near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0187,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0188,test,"Austin,+TX136",18700,recent stadium dispersal noise sound level near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0188,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0189,test,"Herndon,+VA208",18800,realtime freight corridor slowdown road speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0189,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0190,test,Frankfurt184,18900,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0190,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0191,test,"Santa+Clara,+CA389",19000,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0191,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0192,test,"Santa+Clara,+CA363",19100,realtime indoor outdoor drift moisture level near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0192,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0193,test,"Atlanta,+GA133",19200,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0193,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0194,test,"Santa+Clara,+CA388",19300,archival school pickup disturbance sound level near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0194,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0195,test,Amsterdam119,19400,recent stadium dispersal noise ambient noise near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0195,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0196,test,"Austin,+TX136",19500,realtime freight corridor slowdown traffic speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0196,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0197,test,"Herndon,+VA208",19600,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0197,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0198,test,Frankfurt184,19700,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0198,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0199,test,"Santa+Clara,+CA389",19800,realtime indoor outdoor drift humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0199,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0200,test,"Santa+Clara,+CA363",19900,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0200,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0201,test,"Atlanta,+GA133",20000,need ambient noise updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0201,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0202,test,"Santa+Clara,+CA388",20100,need sound level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0202,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0203,test,Amsterdam119,20200,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0203,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0204,test,"Austin,+TX136",20300,need bus waiting time updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0204,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0205,test,"Herndon,+VA208",20400,need ambient humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0205,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0206,test,Frankfurt184,20500,need moisture level updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0206,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0207,test,"Santa+Clara,+CA389",20600,need ambient humidity updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0207,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0208,test,"Santa+Clara,+CA363",20700,need sound level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0208,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0209,test,"Atlanta,+GA133",20800,need sound level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0209,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0210,test,"Santa+Clara,+CA388",20900,need vehicle flow speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0210,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0211,test,Amsterdam119,21000,need bus waiting time updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0211,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0212,test,"Austin,+TX136",21100,need ambient humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0212,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0213,test,"Herndon,+VA208",21200,need moisture level updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0213,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0214,test,Frankfurt184,21300,need ambient humidity updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0214,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0215,test,"Santa+Clara,+CA389",21400,need sound level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0215,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0216,test,"Santa+Clara,+CA363",21500,need noise level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0216,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0217,test,"Atlanta,+GA133",21600,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0217,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0218,test,"Santa+Clara,+CA388",21700,need bus arrival updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0218,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0219,test,Amsterdam119,21800,need moisture level updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0219,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0220,test,"Austin,+TX136",21900,need ambient humidity updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0220,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0221,test,"Herndon,+VA208",22000,need moisture level updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0221,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0222,test,Frankfurt184,22100,need ambient noise updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0222,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0223,test,"Santa+Clara,+CA389",22200,need noise level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0223,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0224,test,"Santa+Clara,+CA363",22300,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0224,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0225,test,"Atlanta,+GA133",22400,need next bus updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0225,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0226,test,"Santa+Clara,+CA388",22500,need humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0226,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0227,test,Amsterdam119,22600,need ambient humidity updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0227,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0228,test,"Austin,+TX136",22700,need humidity updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0228,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0229,test,"Herndon,+VA208",22800,need sound level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0229,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0230,test,Frankfurt184,22900,need noise level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0230,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0231,test,"Santa+Clara,+CA389",23000,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0231,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0232,test,"Santa+Clara,+CA363",23100,need bus waiting time updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0232,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0233,test,"Atlanta,+GA133",23200,need ambient humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0233,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
