query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_1239_sprint-routing_hard_v3-0189,test,"Atlanta,+GA6565",18800,realtime overnight inversion pm25 near industrial,,industrial,air_quality_pm25,realtime,high,hard,3,3,semantic_brief,routing_hard_v3,overnight_inversion,qt-q-rf_1239_sprint-routing_hard_v3-0189,hard,domain-02;domain-07;domain-10,domain-03;domain-14,0,0,overnight_inversion
q-rf_1239_sprint-routing_hard_v3-0190,test,"Manasquan,+NJ4047",18900,recent industrial plume particulate pollution near industrial,,industrial,air_quality_pm25,recent,high,hard,2,2,semantic_brief,routing_hard_v3,industrial_plume,qt-q-rf_1239_sprint-routing_hard_v3-0190,medium,domain-02;domain-07,domain-03;domain-14,0,0,industrial_plume
q-rf_1239_sprint-routing_hard_v3-0191,test,"Tacoma,+WA6720",19000,realtime construction dust particulate pollution near residential,,residential,air_quality_pm25,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,construction_dust,qt-q-rf_1239_sprint-routing_hard_v3-0191,medium,domain-05;domain-08,domain-12;domain-13,0,0,construction_dust
q-rf_1239_sprint-routing_hard_v3-0192,test,"Roachdale,+IN6402",19100,archival construction dust pm25 near stadium area,,stadium_area,air_quality_pm25,archival,high,hard,2,2,semantic_brief,routing_hard_v3,construction_dust,qt-q-rf_1239_sprint-routing_hard_v3-0192,medium,domain-11;domain-16,domain-04;domain-15,0,0,construction_dust
q-rf_1239_sprint-routing_hard_v3-0193,test,Boston5499,19200,realtime industrial plume particulate pollution near transport hub,,transport_hub,air_quality_pm25,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,industrial_plume,qt-q-rf_1239_sprint-routing_hard_v3-0193,medium,domain-03;domain-11,domain-10;domain-15,0,0,industrial_plume
q-rf_1239_sprint-routing_hard_v3-0194,test,Paris4051,19300,recent commuter particulate particulate pollution near transport hub,,transport_hub,air_quality_pm25,recent,high,hard,2,2,semantic_brief,routing_hard_v3,commuter_particulate,qt-q-rf_1239_sprint-routing_hard_v3-0194,medium,domain-08;domain-11,domain-03;domain-10;domain-15,0,0,commuter_particulate
q-rf_1239_sprint-routing_hard_v3-0195,test,"Relay,+MD6431",19400,archival hub transfer delay next bus near downtown,,downtown,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,hub_transfer_delay,qt-q-rf_1239_sprint-routing_hard_v3-0195,medium,domain-06;domain-09,domain-02;domain-13,0,0,hub_transfer_delay
q-rf_1239_sprint-routing_hard_v3-0196,test,"Munich,+Germany4087",19500,realtime commuter peak headway bus arrival near downtown,,downtown,bus_arrival,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,commuter_peak_headway,qt-q-rf_1239_sprint-routing_hard_v3-0196,medium,domain-06;domain-09,domain-02;domain-13,0,0,commuter_peak_headway
q-rf_1239_sprint-routing_hard_v3-0197,test,London4045,19600,recent corridor incident diversion next bus near downtown,,downtown,bus_arrival,recent,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-routing_hard_v3-0197,medium,domain-06;domain-09,domain-02;domain-13,0,0,corridor_incident_diversion
q-rf_1239_sprint-routing_hard_v3-0198,test,"Rancho+Cordova,+CA5514",19700,archival corridor incident diversion bus waiting time near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-routing_hard_v3-0198,medium,domain-05;domain-08,domain-01;domain-06;domain-13,0,0,corridor_incident_diversion
q-rf_1239_sprint-routing_hard_v3-0199,test,"Sydney,+Australia4067",19800,archival school dismissal bunching bus waiting time near stadium area,,stadium_area,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-routing_hard_v3-0199,medium,domain-11;domain-16,domain-04;domain-15,0,0,school_dismissal_bunching
q-rf_1239_sprint-routing_hard_v3-0200,test,"Ashburn,+VA10162",19900,archival school dismissal bunching bus arrival near transport hub,,transport_hub,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-routing_hard_v3-0200,medium,domain-08;domain-11,domain-03;domain-10;domain-15,0,0,school_dismissal_bunching
q-rf_1239_sprint-routing_hard_v3-0201,test,"Seattle,+WA6450",20000,need bus waiting time updates for event shuttle queue conditions around transport hub with recent freshness,,transport_hub,bus_arrival,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,event_shuttle_queue,qt-q-rf_1239_sprint-routing_hard_v3-0201,hard,domain-03;domain-08;domain-11,domain-10;domain-15,0,0,event_shuttle_queue
q-rf_1239_sprint-routing_hard_v3-0202,test,"Atlanta,+GA2338",20100,need ambient humidity updates for stagnant air pocket conditions around downtown with recent freshness,,downtown,humidity,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-routing_hard_v3-0202,medium,domain-06;domain-09,domain-02;domain-13,0,0,stagnant_air_pocket
q-rf_1239_sprint-routing_hard_v3-0203,test,"Relay,+MD4093",20200,need ambient humidity updates for comfort moisture conditions around industrial with archival freshness,,industrial,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,comfort_moisture,qt-q-rf_1239_sprint-routing_hard_v3-0203,medium,domain-07;domain-10,domain-03;domain-14,0,0,comfort_moisture
q-rf_1239_sprint-routing_hard_v3-0204,test,"New+York,+NY4134",20300,need humidity updates for morning dampness conditions around industrial with recent freshness,,industrial,humidity,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,morning_dampness,qt-q-rf_1239_sprint-routing_hard_v3-0204,medium,domain-07;domain-10,domain-03;domain-14,0,0,morning_dampness
q-rf_1239_sprint-routing_hard_v3-0205,test,"Atlanta,+GA6565",20400,need humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0205,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0206,test,"Manasquan,+NJ4047",20500,need moisture level updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0206,medium,domain-05;domain-08,domain-01;domain-06;domain-13,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0207,test,"Tacoma,+WA6720",20600,need ambient humidity updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_1239_sprint-routing_hard_v3-0207,medium,domain-01;domain-06,domain-05;domain-08;domain-13,0,0,irrigation_buildup
q-rf_1239_sprint-routing_hard_v3-0208,test,"Roachdale,+IN6402",20700,need ambient humidity updates for indoor outdoor drift conditions around stadium area with archival freshness,,stadium_area,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0208,medium,domain-11;domain-16,domain-04;domain-15,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0209,test,Boston5499,20800,need humidity updates for morning dampness conditions around transport hub with realtime freshness,,transport_hub,humidity,realtime,high,hard,3,3,paraphrase_controlled,routing_hard_v3,morning_dampness,qt-q-rf_1239_sprint-routing_hard_v3-0209,hard,domain-03;domain-08;domain-11,domain-04;domain-15,0,0,morning_dampness
q-rf_1239_sprint-routing_hard_v3-0210,test,Paris4051,20900,need moisture level updates for comfort moisture conditions around transport hub with recent freshness,,transport_hub,humidity,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,comfort_moisture,qt-q-rf_1239_sprint-routing_hard_v3-0210,medium,domain-08;domain-11,domain-03;domain-04;domain-15,0,0,comfort_moisture
q-rf_1239_sprint-routing_hard_v3-0211,test,"Relay,+MD6431",21000,need noise level updates for nightlife spike conditions around downtown with archival freshness,,downtown,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,nightlife_spike,qt-q-rf_1239_sprint-routing_hard_v3-0211,medium,domain-06;domain-09,domain-02;domain-13,0,0,nightlife_spike
q-rf_1239_sprint-routing_hard_v3-0212,test,"Munich,+Germany4087",21100,need ambient noise updates for stadium dispersal noise conditions around downtown with realtime freshness,,downtown,noise_level,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_1239_sprint-routing_hard_v3-0212,medium,domain-06;domain-09,domain-13;domain-14,0,0,stadium_dispersal_noise
q-rf_1239_sprint-routing_hard_v3-0213,test,London4045,21200,need ambient noise updates for construction residual noise conditions around downtown with recent freshness,,downtown,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,construction_residual_noise,qt-q-rf_1239_sprint-routing_hard_v3-0213,medium,domain-06;domain-09,domain-02;domain-13,0,0,construction_residual_noise
q-rf_1239_sprint-routing_hard_v3-0214,test,"Rancho+Cordova,+CA5514",21300,need ambient noise updates for construction residual noise conditions around industrial with realtime freshness,,industrial,noise_level,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,construction_residual_noise,qt-q-rf_1239_sprint-routing_hard_v3-0214,medium,domain-07;domain-10,domain-03;domain-14,0,0,construction_residual_noise
q-rf_1239_sprint-routing_hard_v3-0215,test,"Sydney,+Australia4067",21400,need noise level updates for nightlife spike conditions around industrial with recent freshness,,industrial,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,nightlife_spike,qt-q-rf_1239_sprint-routing_hard_v3-0215,medium,domain-07;domain-10,domain-03;domain-14,0,0,nightlife_spike
q-rf_1239_sprint-routing_hard_v3-0216,test,"Ashburn,+VA10162",21500,need sound level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_1239_sprint-routing_hard_v3-0216,medium,domain-01;domain-06,domain-05;domain-08;domain-13,0,0,school_pickup_disturbance
q-rf_1239_sprint-routing_hard_v3-0217,test,"Seattle,+WA6450",21600,need sound level updates for school pickup disturbance conditions around residential with realtime freshness,,residential,noise_level,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_1239_sprint-routing_hard_v3-0217,medium,domain-05;domain-08,domain-06;domain-13,0,0,school_pickup_disturbance
q-rf_1239_sprint-routing_hard_v3-0218,test,"Atlanta,+GA2338",21700,need noise level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_1239_sprint-routing_hard_v3-0218,hard,domain-05;domain-08;domain-13,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_1239_sprint-routing_hard_v3-0219,test,"Relay,+MD4093",21800,need ambient noise updates for school pickup disturbance conditions around stadium area with archival freshness,,stadium_area,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_1239_sprint-routing_hard_v3-0219,medium,domain-11;domain-16,domain-04;domain-09;domain-12,0,0,school_pickup_disturbance
q-rf_1239_sprint-routing_hard_v3-0220,test,"New+York,+NY4134",21900,need sound level updates for stadium dispersal noise conditions around stadium area with archival freshness,,stadium_area,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_1239_sprint-routing_hard_v3-0220,medium,domain-09;domain-12,domain-04;domain-11;domain-16,0,0,stadium_dispersal_noise
q-rf_1239_sprint-routing_hard_v3-0221,test,"Atlanta,+GA6565",22000,need sound level updates for freight corridor noise conditions around stadium area with realtime freshness,,stadium_area,noise_level,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_noise,qt-q-rf_1239_sprint-routing_hard_v3-0221,medium,domain-04;domain-12,domain-09;domain-11,0,0,freight_corridor_noise
q-rf_1239_sprint-routing_hard_v3-0222,test,"Manasquan,+NJ4047",22100,need sound level updates for stadium dispersal noise conditions around stadium area with realtime freshness,,stadium_area,noise_level,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_1239_sprint-routing_hard_v3-0222,medium,domain-11;domain-16,domain-04;domain-12,0,0,stadium_dispersal_noise
q-rf_1239_sprint-routing_hard_v3-0223,test,"Tacoma,+WA6720",22200,need noise level updates for school pickup disturbance conditions around stadium area with recent freshness,,stadium_area,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_1239_sprint-routing_hard_v3-0223,medium,domain-04;domain-09,domain-11;domain-16,0,0,school_pickup_disturbance
q-rf_1239_sprint-routing_hard_v3-0224,test,"Roachdale,+IN6402",22300,need ambient noise updates for freight corridor noise conditions around transport hub with recent freshness,,transport_hub,noise_level,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,freight_corridor_noise,qt-q-rf_1239_sprint-routing_hard_v3-0224,hard,domain-03;domain-08;domain-11,domain-04;domain-15,0,0,freight_corridor_noise
q-rf_1239_sprint-routing_hard_v3-0225,test,Boston5499,22400,need open parking spots updates for resident night conditions around downtown with realtime freshness,,downtown,parking_availability,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,resident_night,qt-q-rf_1239_sprint-routing_hard_v3-0225,medium,domain-06;domain-09,domain-02;domain-13,0,0,resident_night
q-rf_1239_sprint-routing_hard_v3-0226,test,Paris4051,22500,need open parking spots updates for stadium guidance conditions around downtown with recent freshness,,downtown,parking_availability,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_guidance,qt-q-rf_1239_sprint-routing_hard_v3-0226,medium,domain-06;domain-09,domain-02;domain-13,0,0,stadium_guidance
q-rf_1239_sprint-routing_hard_v3-0227,test,"Relay,+MD6431",22600,need vacant parking updates for commuter transit hub conditions around residential with archival freshness,,residential,parking_availability,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-routing_hard_v3-0227,medium,domain-01;domain-06,domain-08;domain-13,0,0,commuter_transit_hub
q-rf_1239_sprint-routing_hard_v3-0228,test,"Munich,+Germany4087",22700,need parking availability updates for stadium guidance conditions around residential with archival freshness,,residential,parking_availability,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_guidance,qt-q-rf_1239_sprint-routing_hard_v3-0228,medium,domain-08;domain-13,domain-01;domain-06,0,0,stadium_guidance
q-rf_1239_sprint-routing_hard_v3-0229,test,London4045,22800,need vacant parking updates for commuter transit hub conditions around residential with realtime freshness,,residential,parking_availability,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-routing_hard_v3-0229,medium,domain-05;domain-08,domain-06;domain-13,0,0,commuter_transit_hub
q-rf_1239_sprint-routing_hard_v3-0230,test,"Rancho+Cordova,+CA5514",22900,need open parking spots updates for resident night conditions around residential with recent freshness,,residential,parking_availability,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,resident_night,qt-q-rf_1239_sprint-routing_hard_v3-0230,medium,domain-08;domain-13,domain-01;domain-05,0,0,resident_night
q-rf_1239_sprint-routing_hard_v3-0231,test,"Sydney,+Australia4067",23000,need vacant parking updates for commuter transit hub conditions around stadium area with archival freshness,,stadium_area,parking_availability,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-routing_hard_v3-0231,medium,domain-11;domain-16,domain-04;domain-09;domain-12,0,0,commuter_transit_hub
q-rf_1239_sprint-routing_hard_v3-0232,test,"Ashburn,+VA10162",23100,need open parking spots updates for resident night conditions around stadium area with archival freshness,,stadium_area,parking_availability,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,resident_night,qt-q-rf_1239_sprint-routing_hard_v3-0232,medium,domain-09;domain-12,domain-04;domain-11;domain-16,0,0,resident_night
q-rf_1239_sprint-routing_hard_v3-0233,test,"Seattle,+WA6450",23200,need vacant parking updates for event overflow conditions around stadium area with realtime freshness,,stadium_area,parking_availability,realtime,high,hard,3,3,paraphrase_controlled,routing_hard_v3,event_overflow,qt-q-rf_1239_sprint-routing_hard_v3-0233,hard,domain-04;domain-09;domain-12,domain-11;domain-16,0,0,event_overflow
q-rf_1239_sprint-routing_hard_v3-0234,test,"Atlanta,+GA2338",23300,need open parking spots updates for resident night conditions around stadium area with realtime freshness,,stadium_area,parking_availability,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,resident_night,qt-q-rf_1239_sprint-routing_hard_v3-0234,medium,domain-11;domain-16,domain-04;domain-09;domain-12,0,0,resident_night
q-rf_1239_sprint-routing_hard_v3-0235,test,"Relay,+MD4093",23400,need vacant parking updates for commuter transit hub conditions around stadium area with recent freshness,,stadium_area,parking_availability,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-routing_hard_v3-0235,medium,domain-09;domain-12,domain-04;domain-11;domain-16,0,0,commuter_transit_hub
q-rf_1239_sprint-routing_hard_v3-0236,test,"New+York,+NY4134",23500,need open parking spots updates for commuter transit hub conditions around transport hub with archival freshness,,transport_hub,parking_availability,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-routing_hard_v3-0236,medium,domain-08;domain-11,domain-03;domain-04;domain-15,0,0,commuter_transit_hub
q-rf_1239_sprint-routing_hard_v3-0237,test,"Atlanta,+GA6565",23600,need parking availability updates for event overflow conditions around transport hub with recent freshness,,transport_hub,parking_availability,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,event_overflow,qt-q-rf_1239_sprint-routing_hard_v3-0237,medium,domain-08;domain-11,domain-03;domain-04,0,0,event_overflow
q-rf_1239_sprint-routing_hard_v3-0238,test,"Manasquan,+NJ4047",23700,need precipitation level updates for storm runoff conditions around downtown with realtime freshness,,downtown,rainfall,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,storm_runoff,qt-q-rf_1239_sprint-routing_hard_v3-0238,medium,domain-06;domain-09,domain-13;domain-14,0,0,storm_runoff
q-rf_1239_sprint-routing_hard_v3-0239,test,"Tacoma,+WA6720",23800,need rain intensity updates for venue queue rain conditions around downtown with recent freshness,,downtown,rainfall,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-routing_hard_v3-0239,hard,domain-06;domain-09;domain-14,domain-02;domain-13,0,0,venue_queue_rain
q-rf_1239_sprint-routing_hard_v3-0240,test,"Roachdale,+IN6402",23900,need precipitation level updates for venue queue rain conditions around industrial with realtime freshness,,industrial,rainfall,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-routing_hard_v3-0240,medium,domain-07;domain-10,domain-14;domain-15,0,0,venue_queue_rain
q-rf_1239_sprint-routing_hard_v3-0241,test,Boston5499,24000,need precipitation level updates for shower burst conditions around industrial with recent freshness,,industrial,rainfall,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,shower_burst,qt-q-rf_1239_sprint-routing_hard_v3-0241,medium,domain-07;domain-10,domain-03;domain-14,0,0,shower_burst
q-rf_1239_sprint-routing_hard_v3-0242,test,Paris4051,24100,need rain intensity updates for drainage overflow conditions around stadium area with realtime freshness,,stadium_area,rainfall,realtime,high,hard,3,3,paraphrase_controlled,routing_hard_v3,drainage_overflow,qt-q-rf_1239_sprint-routing_hard_v3-0242,hard,domain-04;domain-09;domain-12,domain-11;domain-16,0,0,drainage_overflow
q-rf_1239_sprint-routing_hard_v3-0243,test,"Relay,+MD6431",24200,need precipitation level updates for commuter downpour conditions around stadium area with recent freshness,,stadium_area,rainfall,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_downpour,qt-q-rf_1239_sprint-routing_hard_v3-0243,medium,domain-09;domain-12,domain-04;domain-11;domain-16,0,0,commuter_downpour
q-rf_1239_sprint-routing_hard_v3-0244,test,"Munich,+Germany4087",24300,need precipitation level updates for drainage overflow conditions around transport hub with recent freshness,,transport_hub,rainfall,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,drainage_overflow,qt-q-rf_1239_sprint-routing_hard_v3-0244,medium,domain-08;domain-11,domain-04;domain-15,0,0,drainage_overflow
q-rf_1239_sprint-routing_hard_v3-0245,test,London4045,24400,need street light state updates for outage cluster conditions around downtown with archival freshness,,downtown,street_light_state,archival,high,hard,3,3,paraphrase_controlled,routing_hard_v3,outage_cluster,qt-q-rf_1239_sprint-routing_hard_v3-0245,hard,domain-06;domain-09;domain-14,domain-02;domain-13,0,0,outage_cluster
q-rf_1239_sprint-routing_hard_v3-0246,test,"Rancho+Cordova,+CA5514",24500,need lighting state updates for school perimeter fault conditions around downtown with realtime freshness,,downtown,street_light_state,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-routing_hard_v3-0246,medium,domain-06;domain-09,domain-13;domain-14,0,0,school_perimeter_fault
q-rf_1239_sprint-routing_hard_v3-0247,test,"Sydney,+Australia4067",24600,need lamp status updates for maintenance flicker conditions around industrial with realtime freshness,,industrial,street_light_state,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-routing_hard_v3-0247,medium,domain-07;domain-10,domain-03;domain-14;domain-15,0,0,maintenance_flicker
q-rf_1239_sprint-routing_hard_v3-0248,test,"Ashburn,+VA10162",24700,need lamp status updates for outage cluster conditions around industrial with recent freshness,,industrial,street_light_state,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,outage_cluster,qt-q-rf_1239_sprint-routing_hard_v3-0248,hard,domain-07;domain-10;domain-15,domain-03;domain-14,0,0,outage_cluster
q-rf_1239_sprint-routing_hard_v3-0249,test,"Seattle,+WA6450",24800,need lighting state updates for school perimeter fault conditions around stadium area with archival freshness,,stadium_area,street_light_state,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-routing_hard_v3-0249,medium,domain-09;domain-12,domain-04;domain-11,0,0,school_perimeter_fault
q-rf_1239_sprint-routing_hard_v3-0250,test,"Atlanta,+GA2338",24900,need street light state updates for stadium egress lighting conditions around stadium area with recent freshness,,stadium_area,street_light_state,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_egress_lighting,qt-q-rf_1239_sprint-routing_hard_v3-0250,medium,domain-09;domain-12,domain-04;domain-11;domain-16,0,0,stadium_egress_lighting
q-rf_1239_sprint-routing_hard_v3-0251,test,"Relay,+MD4093",25000,need street light state updates for dimming schedule conditions around transport hub with recent freshness,,transport_hub,street_light_state,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-routing_hard_v3-0251,medium,domain-08;domain-11,domain-04;domain-15,0,0,dimming_schedule
q-rf_1239_sprint-routing_hard_v3-0252,test,"New+York,+NY4134",25100,need ambient heat updates for cooling gap conditions around downtown with archival freshness,,downtown,temperature,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,cooling_gap,qt-q-rf_1239_sprint-routing_hard_v3-0252,medium,domain-02;domain-07,domain-06;domain-14,0,0,cooling_gap
q-rf_1239_sprint-routing_hard_v3-0253,test,"Atlanta,+GA6565",25200,need temperature updates for cooling gap conditions around downtown with realtime freshness,,downtown,temperature,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,cooling_gap,qt-q-rf_1239_sprint-routing_hard_v3-0253,medium,domain-06;domain-09,domain-07;domain-14,0,0,cooling_gap
q-rf_1239_sprint-routing_hard_v3-0254,test,"Manasquan,+NJ4047",25300,need temperature updates for facade reflection conditions around downtown with recent freshness,,downtown,temperature,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,facade_reflection,qt-q-rf_1239_sprint-routing_hard_v3-0254,medium,domain-06;domain-14,domain-02;domain-07;domain-09,0,0,facade_reflection
q-rf_1239_sprint-routing_hard_v3-0255,test,"Tacoma,+WA6720",25400,need ambient heat updates for microclimate shift conditions around industrial with archival freshness,,industrial,temperature,archival,high,hard,3,3,paraphrase_controlled,routing_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-routing_hard_v3-0255,hard,domain-07;domain-10;domain-15,domain-03;domain-14,0,0,microclimate_shift
q-rf_1239_sprint-routing_hard_v3-0256,test,"Roachdale,+IN6402",25500,realtime facade reflection temperature near industrial,,industrial,temperature,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,facade_reflection,qt-q-rf_1239_sprint-routing_hard_v3-0256,medium,domain-07;domain-10,domain-14;domain-15,0,0,facade_reflection
q-rf_1239_sprint-routing_hard_v3-0257,test,Boston5499,25600,recent heat island temperature near industrial,,industrial,temperature,recent,high,hard,3,3,semantic_brief,routing_hard_v3,heat_island,qt-q-rf_1239_sprint-routing_hard_v3-0257,hard,domain-07;domain-10;domain-15,domain-03;domain-14,0,0,heat_island
q-rf_1239_sprint-routing_hard_v3-0258,test,Paris4051,25700,recent pedestrian comfort thermal reading near stadium area,,stadium_area,temperature,recent,high,hard,3,3,semantic_brief,routing_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-routing_hard_v3-0258,hard,domain-04;domain-09;domain-12,domain-05;domain-16,0,0,pedestrian_comfort
q-rf_1239_sprint-routing_hard_v3-0259,test,"Relay,+MD6431",25800,realtime heat island ambient heat near transport hub,,transport_hub,temperature,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,heat_island,qt-q-rf_1239_sprint-routing_hard_v3-0259,medium,domain-08;domain-11,domain-04;domain-15,0,0,heat_island
q-rf_1239_sprint-routing_hard_v3-0260,test,"Munich,+Germany4087",25900,recent microclimate shift ambient heat near transport hub,,transport_hub,temperature,recent,high,hard,2,2,semantic_brief,routing_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-routing_hard_v3-0260,medium,domain-08;domain-11,domain-04;domain-15,0,0,microclimate_shift
q-rf_1239_sprint-routing_hard_v3-0261,test,London4045,26000,realtime freight corridor slowdown vehicle flow speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-routing_hard_v3-0261,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_1239_sprint-routing_hard_v3-0262,test,"Rancho+Cordova,+CA5514",26100,realtime freight corridor slowdown traffic speed near industrial,,industrial,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-routing_hard_v3-0262,medium,domain-07;domain-10,domain-14;domain-15,0,0,freight_corridor_slowdown
q-rf_1239_sprint-routing_hard_v3-0263,test,"Sydney,+Australia4067",26200,realtime bus lane delay vehicle flow speed near school area,,school_area,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,bus_lane_delay,qt-q-rf_1239_sprint-routing_hard_v3-0263,medium,domain-05;domain-13,domain-01;domain-12;domain-16,0,0,bus_lane_delay
