object_id,domain_id,zone_id,zone_type,service_class,semantic_facet,freshness_class,time_bucket,vendor_template_id,canonical_name,producer_node_id,controller_node_id,payload_size_bytes,unit,value_type,object_version,object_text_id,semantic_intent_family,semantic_intent_variant,confuser_group_id,difficulty_tag
obj-03-04-noise_level-03-ncf01,domain-03,domain-03-zone-04,stadium_area,noise_level,school_pickup_disturbance,archival,evening,tpl-01,/domain-03/domain-03-zone-04/noise_level/obj-03-04-noise_level-03-ncf01,producer-slot-domain-03-04-3,controller-slot-domain-03,318,db,float,1,text-obj-03-04-noise_level-03-ncf01,school_pickup_disturbance,school_pickup_disturbance_variant_02,cg-obj-03-04-noise_level-03,object_hard
obj-03-04-parking_availability-01,domain-03,domain-03-zone-04,stadium_area,parking_availability,curbside_short_stay,realtime,morning,tpl-02,/city/domain-03/services/parking_availability/zones/domain-03-zone-04/objects/obj-03-04-parking_availability-01,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01,curbside_short_stay,curbside_short_stay_variant_03,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-01-snm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,event_overflow,realtime,morning,tpl-02,/city/domain-03/services/parking_availability/zones/domain-03-zone-04/objects/obj-03-04-parking_availability-01-snm01,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01-snm01,event_overflow,event_overflow_variant_01,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-01-snm02,domain-03,domain-03-zone-04,stadium_area,parking_availability,commuter_transit_hub,realtime,morning,tpl-02,/city/domain-03/services/parking_availability/zones/domain-03-zone-04/objects/obj-03-04-parking_availability-01-snm02,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01-snm02,commuter_transit_hub,commuter_transit_hub_variant_02,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-01-snm03,domain-03,domain-03-zone-04,stadium_area,parking_availability,resident_night,realtime,morning,tpl-02,/city/domain-03/services/parking_availability/zones/domain-03-zone-04/objects/obj-03-04-parking_availability-01-snm03,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01-snm03,resident_night,resident_night_variant_03,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-01-cnm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,curbside_short_stay,recent,morning,tpl-02,/city/domain-03/services/parking_availability/zones/domain-03-zone-04/objects/obj-03-04-parking_availability-01-cnm01,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01-cnm01,curbside_short_stay,curbside_short_stay_variant_03,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-01-ncf01,domain-03,domain-03-zone-04,stadium_area,parking_availability,curbside_short_stay,realtime,morning,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-01-ncf01,producer-slot-domain-03-04-1,controller-slot-domain-03,255,spots,integer,1,text-obj-03-04-parking_availability-01-ncf01,curbside_short_stay,curbside_short_stay_variant_03,cg-obj-03-04-parking_availability-01,object_hard
obj-03-04-parking_availability-02,domain-03,domain-03-zone-04,stadium_area,parking_availability,event_overflow,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-02,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02,event_overflow,event_overflow_variant_01,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-02-snm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,commuter_transit_hub,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-02-snm01,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02-snm01,commuter_transit_hub,commuter_transit_hub_variant_01,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-02-snm02,domain-03,domain-03-zone-04,stadium_area,parking_availability,resident_night,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-02-snm02,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02-snm02,resident_night,resident_night_variant_02,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-02-snm03,domain-03,domain-03-zone-04,stadium_area,parking_availability,stadium_guidance,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-02-snm03,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02-snm03,stadium_guidance,stadium_guidance_variant_03,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-02-cnm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,event_overflow,archival,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/parking_availability/obj-03-04-parking_availability-02-cnm01,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02-cnm01,event_overflow,event_overflow_variant_01,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-02-ncf01,domain-03,domain-03-zone-04,stadium_area,parking_availability,event_overflow,recent,afternoon,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-02-ncf01,producer-slot-domain-03-04-2,controller-slot-domain-03,344,spots,integer,1,text-obj-03-04-parking_availability-02-ncf01,event_overflow,event_overflow_variant_01,cg-obj-03-04-parking_availability-02,object_hard
obj-03-04-parking_availability-03,domain-03,domain-03-zone-04,stadium_area,parking_availability,commuter_transit_hub,archival,evening,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-03,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03,commuter_transit_hub,commuter_transit_hub_variant_02,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-parking_availability-03-snm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,resident_night,archival,evening,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-03-snm01,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03-snm01,resident_night,resident_night_variant_01,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-parking_availability-03-snm02,domain-03,domain-03-zone-04,stadium_area,parking_availability,stadium_guidance,archival,evening,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-03-snm02,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03-snm02,stadium_guidance,stadium_guidance_variant_02,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-parking_availability-03-snm03,domain-03,domain-03-zone-04,stadium_area,parking_availability,curbside_short_stay,archival,evening,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-03-snm03,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03-snm03,curbside_short_stay,curbside_short_stay_variant_03,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-parking_availability-03-cnm01,domain-03,domain-03-zone-04,stadium_area,parking_availability,commuter_transit_hub,realtime,evening,tpl-04,/iot/parking_availability/domain-03/domain-03-zone-04/obj-03-04-parking_availability-03-cnm01,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03-cnm01,commuter_transit_hub,commuter_transit_hub_variant_02,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-parking_availability-03-ncf01,domain-03,domain-03-zone-04,stadium_area,parking_availability,commuter_transit_hub,archival,evening,tpl-01,/domain-03/domain-03-zone-04/parking_availability/obj-03-04-parking_availability-03-ncf01,producer-slot-domain-03-04-3,controller-slot-domain-03,342,spots,integer,1,text-obj-03-04-parking_availability-03-ncf01,commuter_transit_hub,commuter_transit_hub_variant_02,cg-obj-03-04-parking_availability-03,object_hard
obj-03-04-rainfall-01,domain-03,domain-03-zone-04,stadium_area,rainfall,shower_burst,realtime,morning,tpl-02,/city/domain-03/services/rainfall/zones/domain-03-zone-04/objects/obj-03-04-rainfall-01,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01,shower_burst,shower_burst_variant_03,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-01-snm01,domain-03,domain-03-zone-04,stadium_area,rainfall,drainage_overflow,realtime,morning,tpl-02,/city/domain-03/services/rainfall/zones/domain-03-zone-04/objects/obj-03-04-rainfall-01-snm01,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01-snm01,drainage_overflow,drainage_overflow_variant_01,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-01-snm02,domain-03,domain-03-zone-04,stadium_area,rainfall,commuter_downpour,realtime,morning,tpl-02,/city/domain-03/services/rainfall/zones/domain-03-zone-04/objects/obj-03-04-rainfall-01-snm02,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01-snm02,commuter_downpour,commuter_downpour_variant_02,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-01-snm03,domain-03,domain-03-zone-04,stadium_area,rainfall,storm_runoff,realtime,morning,tpl-02,/city/domain-03/services/rainfall/zones/domain-03-zone-04/objects/obj-03-04-rainfall-01-snm03,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01-snm03,storm_runoff,storm_runoff_variant_03,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-01-cnm01,domain-03,domain-03-zone-04,stadium_area,rainfall,shower_burst,recent,morning,tpl-02,/city/domain-03/services/rainfall/zones/domain-03-zone-04/objects/obj-03-04-rainfall-01-cnm01,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01-cnm01,shower_burst,shower_burst_variant_03,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-01-ncf01,domain-03,domain-03-zone-04,stadium_area,rainfall,shower_burst,realtime,morning,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-01-ncf01,producer-slot-domain-03-04-1,controller-slot-domain-03,200,mm,float,1,text-obj-03-04-rainfall-01-ncf01,shower_burst,shower_burst_variant_03,cg-obj-03-04-rainfall-01,object_hard
obj-03-04-rainfall-02,domain-03,domain-03-zone-04,stadium_area,rainfall,drainage_overflow,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-02,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02,drainage_overflow,drainage_overflow_variant_01,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-rainfall-02-snm01,domain-03,domain-03-zone-04,stadium_area,rainfall,commuter_downpour,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-02-snm01,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02-snm01,commuter_downpour,commuter_downpour_variant_01,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-rainfall-02-snm02,domain-03,domain-03-zone-04,stadium_area,rainfall,storm_runoff,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-02-snm02,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02-snm02,storm_runoff,storm_runoff_variant_02,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-rainfall-02-snm03,domain-03,domain-03-zone-04,stadium_area,rainfall,venue_queue_rain,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-02-snm03,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02-snm03,venue_queue_rain,venue_queue_rain_variant_03,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-rainfall-02-cnm01,domain-03,domain-03-zone-04,stadium_area,rainfall,drainage_overflow,archival,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/rainfall/obj-03-04-rainfall-02-cnm01,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02-cnm01,drainage_overflow,drainage_overflow_variant_01,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-rainfall-02-ncf01,domain-03,domain-03-zone-04,stadium_area,rainfall,drainage_overflow,recent,afternoon,tpl-04,/iot/rainfall/domain-03/domain-03-zone-04/obj-03-04-rainfall-02-ncf01,producer-slot-domain-03-04-2,controller-slot-domain-03,138,mm,float,1,text-obj-03-04-rainfall-02-ncf01,drainage_overflow,drainage_overflow_variant_01,cg-obj-03-04-rainfall-02,object_hard
obj-03-04-street_light_state-01,domain-03,domain-03-zone-04,stadium_area,street_light_state,outage_cluster,realtime,morning,tpl-02,/city/domain-03/services/street_light_state/zones/domain-03-zone-04/objects/obj-03-04-street_light_state-01,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01,outage_cluster,outage_cluster_variant_03,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-01-snm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,dimming_schedule,realtime,morning,tpl-02,/city/domain-03/services/street_light_state/zones/domain-03-zone-04/objects/obj-03-04-street_light_state-01-snm01,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01-snm01,dimming_schedule,dimming_schedule_variant_01,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-01-snm02,domain-03,domain-03-zone-04,stadium_area,street_light_state,stadium_egress_lighting,realtime,morning,tpl-02,/city/domain-03/services/street_light_state/zones/domain-03-zone-04/objects/obj-03-04-street_light_state-01-snm02,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01-snm02,stadium_egress_lighting,stadium_egress_lighting_variant_02,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-01-snm03,domain-03,domain-03-zone-04,stadium_area,street_light_state,school_perimeter_fault,realtime,morning,tpl-02,/city/domain-03/services/street_light_state/zones/domain-03-zone-04/objects/obj-03-04-street_light_state-01-snm03,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01-snm03,school_perimeter_fault,school_perimeter_fault_variant_03,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-01-cnm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,outage_cluster,recent,morning,tpl-02,/city/domain-03/services/street_light_state/zones/domain-03-zone-04/objects/obj-03-04-street_light_state-01-cnm01,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01-cnm01,outage_cluster,outage_cluster_variant_03,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-01-ncf01,domain-03,domain-03-zone-04,stadium_area,street_light_state,outage_cluster,realtime,morning,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-01-ncf01,producer-slot-domain-03-04-1,controller-slot-domain-03,146,state,enum,1,text-obj-03-04-street_light_state-01-ncf01,outage_cluster,outage_cluster_variant_03,cg-obj-03-04-street_light_state-01,object_hard
obj-03-04-street_light_state-02,domain-03,domain-03-zone-04,stadium_area,street_light_state,dimming_schedule,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-02,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02,dimming_schedule,dimming_schedule_variant_01,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-02-snm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,stadium_egress_lighting,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-02-snm01,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02-snm01,stadium_egress_lighting,stadium_egress_lighting_variant_01,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-02-snm02,domain-03,domain-03-zone-04,stadium_area,street_light_state,school_perimeter_fault,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-02-snm02,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02-snm02,school_perimeter_fault,school_perimeter_fault_variant_02,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-02-snm03,domain-03,domain-03-zone-04,stadium_area,street_light_state,maintenance_flicker,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-02-snm03,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02-snm03,maintenance_flicker,maintenance_flicker_variant_03,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-02-cnm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,dimming_schedule,archival,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/street_light_state/obj-03-04-street_light_state-02-cnm01,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02-cnm01,dimming_schedule,dimming_schedule_variant_01,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-02-ncf01,domain-03,domain-03-zone-04,stadium_area,street_light_state,dimming_schedule,recent,afternoon,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-02-ncf01,producer-slot-domain-03-04-2,controller-slot-domain-03,295,state,enum,1,text-obj-03-04-street_light_state-02-ncf01,dimming_schedule,dimming_schedule_variant_01,cg-obj-03-04-street_light_state-02,object_hard
obj-03-04-street_light_state-03,domain-03,domain-03-zone-04,stadium_area,street_light_state,stadium_egress_lighting,archival,evening,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-03,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03,stadium_egress_lighting,stadium_egress_lighting_variant_02,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-street_light_state-03-snm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,school_perimeter_fault,archival,evening,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-03-snm01,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03-snm01,school_perimeter_fault,school_perimeter_fault_variant_01,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-street_light_state-03-snm02,domain-03,domain-03-zone-04,stadium_area,street_light_state,maintenance_flicker,archival,evening,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-03-snm02,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03-snm02,maintenance_flicker,maintenance_flicker_variant_02,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-street_light_state-03-snm03,domain-03,domain-03-zone-04,stadium_area,street_light_state,outage_cluster,archival,evening,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-03-snm03,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03-snm03,outage_cluster,outage_cluster_variant_03,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-street_light_state-03-cnm01,domain-03,domain-03-zone-04,stadium_area,street_light_state,stadium_egress_lighting,realtime,evening,tpl-04,/iot/street_light_state/domain-03/domain-03-zone-04/obj-03-04-street_light_state-03-cnm01,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03-cnm01,stadium_egress_lighting,stadium_egress_lighting_variant_02,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-street_light_state-03-ncf01,domain-03,domain-03-zone-04,stadium_area,street_light_state,stadium_egress_lighting,archival,evening,tpl-01,/domain-03/domain-03-zone-04/street_light_state/obj-03-04-street_light_state-03-ncf01,producer-slot-domain-03-04-3,controller-slot-domain-03,264,state,enum,1,text-obj-03-04-street_light_state-03-ncf01,stadium_egress_lighting,stadium_egress_lighting_variant_02,cg-obj-03-04-street_light_state-03,object_hard
obj-03-04-temperature-01,domain-03,domain-03-zone-04,stadium_area,temperature,heat_island,realtime,morning,tpl-02,/city/domain-03/services/temperature/zones/domain-03-zone-04/objects/obj-03-04-temperature-01,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01,heat_island,heat_island_variant_03,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-01-snm01,domain-03,domain-03-zone-04,stadium_area,temperature,microclimate_shift,realtime,morning,tpl-02,/city/domain-03/services/temperature/zones/domain-03-zone-04/objects/obj-03-04-temperature-01-snm01,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01-snm01,microclimate_shift,microclimate_shift_variant_01,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-01-snm02,domain-03,domain-03-zone-04,stadium_area,temperature,pedestrian_comfort,realtime,morning,tpl-02,/city/domain-03/services/temperature/zones/domain-03-zone-04/objects/obj-03-04-temperature-01-snm02,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01-snm02,pedestrian_comfort,pedestrian_comfort_variant_02,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-01-snm03,domain-03,domain-03-zone-04,stadium_area,temperature,cooling_gap,realtime,morning,tpl-02,/city/domain-03/services/temperature/zones/domain-03-zone-04/objects/obj-03-04-temperature-01-snm03,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01-snm03,cooling_gap,cooling_gap_variant_03,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-01-cnm01,domain-03,domain-03-zone-04,stadium_area,temperature,heat_island,recent,morning,tpl-02,/city/domain-03/services/temperature/zones/domain-03-zone-04/objects/obj-03-04-temperature-01-cnm01,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01-cnm01,heat_island,heat_island_variant_03,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-01-ncf01,domain-03,domain-03-zone-04,stadium_area,temperature,heat_island,realtime,morning,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-01-ncf01,producer-slot-domain-03-04-1,controller-slot-domain-03,331,celsius,float,1,text-obj-03-04-temperature-01-ncf01,heat_island,heat_island_variant_03,cg-obj-03-04-temperature-01,object_hard
obj-03-04-temperature-02,domain-03,domain-03-zone-04,stadium_area,temperature,microclimate_shift,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-02,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02,microclimate_shift,microclimate_shift_variant_01,cg-obj-03-04-temperature-02,object_hard
obj-03-04-temperature-02-snm01,domain-03,domain-03-zone-04,stadium_area,temperature,pedestrian_comfort,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-02-snm01,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02-snm01,pedestrian_comfort,pedestrian_comfort_variant_01,cg-obj-03-04-temperature-02,object_hard
obj-03-04-temperature-02-snm02,domain-03,domain-03-zone-04,stadium_area,temperature,cooling_gap,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-02-snm02,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02-snm02,cooling_gap,cooling_gap_variant_02,cg-obj-03-04-temperature-02,object_hard
obj-03-04-temperature-02-snm03,domain-03,domain-03-zone-04,stadium_area,temperature,facade_reflection,recent,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-02-snm03,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02-snm03,facade_reflection,facade_reflection_variant_03,cg-obj-03-04-temperature-02,object_hard
obj-03-04-temperature-02-cnm01,domain-03,domain-03-zone-04,stadium_area,temperature,microclimate_shift,archival,afternoon,tpl-03,/org/domain-03/zone/domain-03-zone-04/telemetry/temperature/obj-03-04-temperature-02-cnm01,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02-cnm01,microclimate_shift,microclimate_shift_variant_01,cg-obj-03-04-temperature-02,object_hard
obj-03-04-temperature-02-ncf01,domain-03,domain-03-zone-04,stadium_area,temperature,microclimate_shift,recent,afternoon,tpl-04,/iot/temperature/domain-03/domain-03-zone-04/obj-03-04-temperature-02-ncf01,producer-slot-domain-03-04-2,controller-slot-domain-03,260,celsius,float,1,text-obj-03-04-temperature-02-ncf01,microclimate_shift,microclimate_shift_variant_01,cg-obj-03-04-temperature-02,object_hard
obj-03-04-traffic_speed-01,domain-03,domain-03-zone-04,stadium_area,traffic_speed,school_zone_slowdown,realtime,morning,tpl-02,/city/domain-03/services/traffic_speed/zones/domain-03-zone-04/objects/obj-03-04-traffic_speed-01,producer-slot-domain-03-04-1,controller-slot-domain-03,281,kmh,float,1,text-obj-03-04-traffic_speed-01,school_zone_slowdown,school_zone_slowdown_variant_03,cg-obj-03-04-traffic_speed-01,object_hard
obj-03-04-traffic_speed-01-snm01,domain-03,domain-03-zone-04,stadium_area,traffic_speed,congestion_spillback,realtime,morning,tpl-02,/city/domain-03/services/traffic_speed/zones/domain-03-zone-04/objects/obj-03-04-traffic_speed-01-snm01,producer-slot-domain-03-04-1,controller-slot-domain-03,281,kmh,float,1,text-obj-03-04-traffic_speed-01-snm01,congestion_spillback,congestion_spillback_variant_01,cg-obj-03-04-traffic_speed-01,object_hard
obj-03-04-traffic_speed-01-snm02,domain-03,domain-03-zone-04,stadium_area,traffic_speed,bus_lane_delay,realtime,morning,tpl-02,/city/domain-03/services/traffic_speed/zones/domain-03-zone-04/objects/obj-03-04-traffic_speed-01-snm02,producer-slot-domain-03-04-1,controller-slot-domain-03,281,kmh,float,1,text-obj-03-04-traffic_speed-01-snm02,bus_lane_delay,bus_lane_delay_variant_02,cg-obj-03-04-traffic_speed-01,object_hard
obj-03-04-traffic_speed-01-snm03,domain-03,domain-03-zone-04,stadium_area,traffic_speed,event_dispersal,realtime,morning,tpl-02,/city/domain-03/services/traffic_speed/zones/domain-03-zone-04/objects/obj-03-04-traffic_speed-01-snm03,producer-slot-domain-03-04-1,controller-slot-domain-03,281,kmh,float,1,text-obj-03-04-traffic_speed-01-snm03,event_dispersal,event_dispersal_variant_03,cg-obj-03-04-traffic_speed-01,object_hard
